text,label,text_length,word_count,created_at,processed_text,original_length,processed_length,compression_ratio
Team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.,0,108,17,2026-05-12,team india defeat australia wicket thrill series finale win bordergavaskar trophy,108,81,0.75
The International Olympic Committee announced that cricket will be included in the 2028 Los Angeles Olympics.,0,109,16,2026-05-12,international olympic committee announce cricket include los angeles olympics,109,77,0.7064220183486238
Team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.,0,108,17,2026-05-12,team india defeat australia wicket thrill series finale win bordergavaskar trophy,108,81,0.75
"Finance Minister Nirmala Sitharaman announced a ₹10,000 crore stimulus package for the MSME sector in today's press conference.",0,127,18,2026-05-12,finance minister nirmala sitharaman announce crore stimulus package msme sector todays press conference,127,103,0.8110236220472441
BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED!,1,137,18,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete,137,103,0.7518248175182481
"According to official sources, the Central Board of Secondary Education announced that Class 10 and 12 board exams will begin on February 15.",0,141,23,2026-05-12,official source central board secondary education announce class board exams begin february,141,91,0.6453900709219859
🚨 TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence! 🚨,1,114,16,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence,114,82,0.7192982456140351
"According to official sources, according to the Ministry of External Affairs, India and the United States have signed a new defense agreement aimed at strengthening bilateral ties.",0,180,27,2026-05-12,official source ministry external affair india united state sign new defense agreement aim strengthen bilateral tie,180,115,0.6388888888888888
The World Health Organization confirmed that the new COVID-19 variant shows reduced severity compared to previous strains based on preliminary data.,0,148,21,2026-05-12,world health organization confirm new covid variant show reduce severity compare previous strain base preliminary data,148,118,0.7972972972972973
"YOUR MONEY IS NOT SAFE! The government is planning to confiscate all bank accounts over ₹50,000! Official document leaked! Share this with everyone you know!",1,157,25,2026-05-12,money safe government plan confiscate bank account official document leak share everyone,157,88,0.5605095541401274
🚨 WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness! 🚨,1,134,22,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness,134,93,0.6940298507462687
TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence!,1,110,14,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence,110,82,0.7454545454545455
🚨 WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness! 🚨,1,134,22,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness,134,93,0.6940298507462687
EXPOSED: Celebrity caught in human trafficking ring! The mainstream media is protecting their own! Full evidence inside!,1,120,17,2026-05-12,expose celebrity catch human traffic ring mainstream medium protect full evidence inside,120,88,0.7333333333333333
EXPOSED: Celebrity caught in human trafficking ring! The mainstream media is protecting their own! Full evidence inside!,1,120,17,2026-05-12,expose celebrity catch human traffic ring mainstream medium protect full evidence inside,120,88,0.7333333333333333
The Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.,0,115,17,2026-05-12,ministry health report vaccination coverage reach among eligible adult across country,115,85,0.7391304347826086
🚨 ALERT: RBI secretly demonetizing ₹2000 notes TOMORROW! Convert your cash immediately or lose everything! 100% confirmed! 🚨 Share this with everyone you know!,1,159,24,2026-05-12,alert rbi secretly demonetize note tomorrow convert cash immediately lose everything confirm share everyone,159,107,0.6729559748427673
"In a press release, the Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.",0,135,21,2026-05-12,press release ministry health report vaccination coverage reach among eligible adult across country,135,99,0.7333333333333333
"YOUR MONEY IS NOT SAFE! The government is planning to confiscate all bank accounts over ₹50,000! Official document leaked!",1,122,19,2026-05-12,money safe government plan confiscate bank account official document leak,122,73,0.5983606557377049
The Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.,0,115,17,2026-05-12,ministry health report vaccination coverage reach among eligible adult across country,115,85,0.7391304347826086
🚨 URGENT: WHO admits COVID vaccines cause permanent DNA mutation! This doctor reveals the truth that big pharma is hiding! 🚨 Share this with everyone you know!,1,159,27,2026-05-12,urgent admits covid vaccine cause permanent dna mutation doctor reveals truth big pharma hide share everyone,159,108,0.6792452830188679
"In a press release, the International Olympic Committee announced that cricket will be included in the 2028 Los Angeles Olympics.",0,129,20,2026-05-12,press release international olympic committee announce cricket include los angeles olympics,129,91,0.7054263565891473
🚨 WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness! 🚨,1,134,22,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness,134,93,0.6940298507462687
"According to official sources, a study published in The Lancet medical journal found that regular exercise reduces the risk of heart disease by up to 35%.",0,154,26,2026-05-12,official source study publish lancet medical journal find regular exercise reduces risk heart disease,154,101,0.6558441558441559
"Stock markets closed at record highs today with the Sensex crossing 75,000 points for the first time in history.",0,112,19,2026-05-12,stock market close record high today sensex cross point first history,112,69,0.6160714285714286
The Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.,0,115,17,2026-05-12,ministry health report vaccination coverage reach among eligible adult across country,115,85,0.7391304347826086
🚨 SHOCKING: World leaders are actually AI-controlled robots! Former intelligence officer reveals the truth! 🚨,1,109,15,2026-05-12,shock world leader actually aicontrolled robot former intelligence officer reveals truth,109,88,0.8073394495412844
The report states that the Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.,0,138,21,2026-05-12,state ministry health report vaccination coverage reach among eligible adult across country,138,91,0.6594202898550725
Government data shows university Grants Commission released new guidelines for online education and examination standards.,0,122,15,2026-05-12,government data show university grant commission release new guideline online education examination standard,122,108,0.8852459016393442
"According to official sources, the Reserve Bank of India kept the repo rate unchanged at 6.5% citing concerns over inflation and global economic uncertainty.",0,157,24,2026-05-12,official source reserve bank india keep repo rate unchanged cite concern inflation global economic uncertainty,157,110,0.7006369426751592
🚨 BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED! 🚨,1,141,20,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete,141,103,0.7304964539007093
The Central Board of Secondary Education announced that Class 10 and 12 board exams will begin on February 15.,0,110,19,2026-05-12,central board secondary education announce class board exams begin february,110,75,0.6818181818181818
TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence!,1,110,14,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence,110,82,0.7454545454545455
"According to official sources, the Reserve Bank of India kept the repo rate unchanged at 6.5% citing concerns over inflation and global economic uncertainty.",0,157,24,2026-05-12,official source reserve bank india keep repo rate unchanged cite concern inflation global economic uncertainty,157,110,0.7006369426751592
"YOUR MONEY IS NOT SAFE! The government is planning to confiscate all bank accounts over ₹50,000! Official document leaked!",1,122,19,2026-05-12,money safe government plan confiscate bank account official document leak,122,73,0.5983606557377049
"The report states that finance Minister Nirmala Sitharaman announced a ₹10,000 crore stimulus package for the MSME sector in today's press conference.",0,150,22,2026-05-12,state finance minister nirmala sitharaman announce crore stimulus package msme sector todays press conference,150,109,0.7266666666666667
🚨 WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness! 🚨,1,134,22,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness,134,93,0.6940298507462687
The International Olympic Committee announced that cricket will be included in the 2028 Los Angeles Olympics.,0,109,16,2026-05-12,international olympic committee announce cricket include los angeles olympics,109,77,0.7064220183486238
ALERT: RBI secretly demonetizing ₹2000 notes TOMORROW! Convert your cash immediately or lose everything! 100% confirmed!,1,120,16,2026-05-12,alert rbi secretly demonetize note tomorrow convert cash immediately lose everything confirmed,120,94,0.7833333333333333
University Grants Commission released new guidelines for online education and examination standards.,0,100,12,2026-05-12,university grant commission release new guideline online education examination standard,100,87,0.87
SHOCKING EXPOSURE: The Prime Minister secretly signed away India's sovereignty in a hidden treaty! The media won't report this! Share this with everyone you know!,1,162,25,2026-05-12,shock exposure prime minister secretly sign away indias sovereignty hidden treaty medium wont share everyone,162,108,0.6666666666666666
BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED!,1,137,18,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete,137,103,0.7518248175182481
The Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.,0,115,17,2026-05-12,ministry health report vaccination coverage reach among eligible adult across country,115,85,0.7391304347826086
Government data shows iSRO successfully launched its latest satellite mission from the Sriharikota spaceport at 9:30 AM this morning.,0,133,19,2026-05-12,government data show isro successfully launch late satellite mission sriharikota spaceport morning,133,98,0.7368421052631579
BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED!,1,137,18,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete,137,103,0.7518248175182481
Team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.,0,108,17,2026-05-12,team india defeat australia wicket thrill series finale win bordergavaskar trophy,108,81,0.75
The Reserve Bank of India kept the repo rate unchanged at 6.5% citing concerns over inflation and global economic uncertainty.,0,126,20,2026-05-12,reserve bank india keep repo rate unchanged cite concern inflation global economic uncertainty,126,94,0.746031746031746
"Finance Minister Nirmala Sitharaman announced a ₹10,000 crore stimulus package for the MSME sector in today's press conference.",0,127,18,2026-05-12,finance minister nirmala sitharaman announce crore stimulus package msme sector todays press conference,127,103,0.8110236220472441
BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED! Share this with everyone you know!,1,172,24,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete share everyone,172,118,0.686046511627907
🚨 CONSPIRACY REVEALED: Foreign powers are controlling Indian politicians through blackmail! The truth they don't want you to know! 🚨,1,132,20,2026-05-12,conspiracy reveal foreign power control indian politician blackmail truth dont,132,78,0.5909090909090909
"🚨 YOUR MONEY IS NOT SAFE! The government is planning to confiscate all bank accounts over ₹50,000! Official document leaked! 🚨",1,126,21,2026-05-12,money safe government plan confiscate bank account official document leak,126,73,0.5793650793650794
The Election Commission announced that voting for the upcoming state assembly elections will take place in seven phases starting next month.,0,140,21,2026-05-12,election commission announce vote upcoming state assembly election place seven phase start next month,140,101,0.7214285714285714
"The report states that scientists have discovered a new exoplanet in the habitable zone of its star, according to research published in Nature Astronomy.",0,153,24,2026-05-12,state scientist discover new exoplanet habitable zone star research publish nature astronomy,153,92,0.6013071895424836
THIS WILL CHANGE EVERYTHING! What NASA just discovered at the edge of our solar system will shock the world! Share this with everyone you know!,1,143,25,2026-05-12,change everything nasa discover edge solar system shock world share everyone,143,76,0.5314685314685315
🚨 CONSPIRACY REVEALED: Foreign powers are controlling Indian politicians through blackmail! The truth they don't want you to know! 🚨,1,132,20,2026-05-12,conspiracy reveal foreign power control indian politician blackmail truth dont,132,78,0.5909090909090909
BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED!,1,137,18,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete,137,103,0.7518248175182481
"Government data shows finance Minister Nirmala Sitharaman announced a ₹10,000 crore stimulus package for the MSME sector in today's press conference.",0,149,21,2026-05-12,government data show finance minister nirmala sitharaman announce crore stimulus package msme sector todays press conference,149,124,0.8322147651006712
"Government data shows scientists have discovered a new exoplanet in the habitable zone of its star, according to research published in Nature Astronomy.",0,152,23,2026-05-12,government data show scientist discover new exoplanet habitable zone star research publish nature astronomy,152,107,0.7039473684210527
"🚨 YOUR MONEY IS NOT SAFE! The government is planning to confiscate all bank accounts over ₹50,000! Official document leaked! 🚨",1,126,21,2026-05-12,money safe government plan confiscate bank account official document leak,126,73,0.5793650793650794
"According to official sources, scientists have discovered a new exoplanet in the habitable zone of its star, according to research published in Nature Astronomy.",0,161,24,2026-05-12,official source scientist discover new exoplanet habitable zone star research publish nature astronomy,161,102,0.6335403726708074
"In a press release, a study published in The Lancet medical journal found that regular exercise reduces the risk of heart disease by up to 35%.",0,143,26,2026-05-12,press release study publish lancet medical journal find regular exercise reduces risk heart disease,143,99,0.6923076923076923
"YOUR MONEY IS NOT SAFE! The government is planning to confiscate all bank accounts over ₹50,000! Official document leaked!",1,122,19,2026-05-12,money safe government plan confiscate bank account official document leak,122,73,0.5983606557377049
WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness!,1,130,20,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness,130,93,0.7153846153846154
🚨 THIS WILL CHANGE EVERYTHING! What NASA just discovered at the edge of our solar system will shock the world! 🚨 Share this with everyone you know!,1,147,27,2026-05-12,change everything nasa discover edge solar system shock world share everyone,147,76,0.5170068027210885
BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED!,1,137,18,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete,137,103,0.7518248175182481
🚨 BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED! 🚨,1,141,20,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete,141,103,0.7304964539007093
"The report states that according to the Ministry of External Affairs, India and the United States have signed a new defense agreement aimed at strengthening bilateral ties.",0,172,27,2026-05-12,state ministry external affair india united state sign new defense agreement aim strengthen bilateral tie,172,105,0.6104651162790697
🚨 EXPOSED: Celebrity caught in human trafficking ring! The mainstream media is protecting their own! Full evidence inside! 🚨,1,124,19,2026-05-12,expose celebrity catch human traffic ring mainstream medium protect full evidence inside,124,88,0.7096774193548387
🚨 ALERT: RBI secretly demonetizing ₹2000 notes TOMORROW! Convert your cash immediately or lose everything! 100% confirmed! 🚨,1,124,18,2026-05-12,alert rbi secretly demonetize note tomorrow convert cash immediately lose everything confirmed,124,94,0.7580645161290323
"Stock markets closed at record highs today with the Sensex crossing 75,000 points for the first time in history.",0,112,19,2026-05-12,stock market close record high today sensex cross point first history,112,69,0.6160714285714286
"According to official sources, stock markets closed at record highs today with the Sensex crossing 75,000 points for the first time in history.",0,143,23,2026-05-12,official source stock market close record high today sensex cross point first history,143,85,0.5944055944055944
The Reserve Bank of India kept the repo rate unchanged at 6.5% citing concerns over inflation and global economic uncertainty.,0,126,20,2026-05-12,reserve bank india keep repo rate unchanged cite concern inflation global economic uncertainty,126,94,0.746031746031746
TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence!,1,110,14,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence,110,82,0.7454545454545455
"According to official sources, the Reserve Bank of India kept the repo rate unchanged at 6.5% citing concerns over inflation and global economic uncertainty.",0,157,24,2026-05-12,official source reserve bank india keep repo rate unchanged cite concern inflation global economic uncertainty,157,110,0.7006369426751592
ISRO successfully launched its latest satellite mission from the Sriharikota spaceport at 9:30 AM this morning.,0,111,16,2026-05-12,isro successfully launch late satellite mission sriharikota spaceport morning,111,77,0.6936936936936937
🚨 THIS WILL CHANGE EVERYTHING! What NASA just discovered at the edge of our solar system will shock the world! 🚨,1,112,21,2026-05-12,change everything nasa discover edge solar system shock world,112,61,0.5446428571428571
MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down!,1,124,21,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch,124,77,0.6209677419354839
🚨 BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED! 🚨,1,141,20,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete,141,103,0.7304964539007093
"Government data shows according to the Ministry of External Affairs, India and the United States have signed a new defense agreement aimed at strengthening bilateral ties.",0,171,26,2026-05-12,government data show ministry external affair india united state sign new defense agreement aim strengthen bilateral tie,171,120,0.7017543859649122
"In a press release, the Central Board of Secondary Education announced that Class 10 and 12 board exams will begin on February 15.",0,130,23,2026-05-12,press release central board secondary education announce class board exams begin february,130,89,0.6846153846153846
🚨 URGENT: WHO admits COVID vaccines cause permanent DNA mutation! This doctor reveals the truth that big pharma is hiding! 🚨,1,124,21,2026-05-12,urgent admits covid vaccine cause permanent dna mutation doctor reveals truth big pharma hiding,124,95,0.7661290322580645
"In a press release, microsoft announced a $3 billion investment in India to expand its cloud computing infrastructure over the next three years.",0,144,23,2026-05-12,press release microsoft announce billion investment india expand cloud compute infrastructure next year,144,103,0.7152777777777778
🚨 ALERT: RBI secretly demonetizing ₹2000 notes TOMORROW! Convert your cash immediately or lose everything! 100% confirmed! 🚨 Share this with everyone you know!,1,159,24,2026-05-12,alert rbi secretly demonetize note tomorrow convert cash immediately lose everything confirm share everyone,159,107,0.6729559748427673
"According to official sources, the Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.",0,146,21,2026-05-12,official source ministry health report vaccination coverage reach among eligible adult across country,146,101,0.6917808219178082
SHOCKING EXPOSURE: The Prime Minister secretly signed away India's sovereignty in a hidden treaty! The media won't report this!,1,127,19,2026-05-12,shock exposure prime minister secretly sign away indias sovereignty hidden treaty medium wont,127,93,0.7322834645669292
"In a press release, the World Health Organization confirmed that the new COVID-19 variant shows reduced severity compared to previous strains based on preliminary data.",0,168,25,2026-05-12,press release world health organization confirm new covid variant show reduce severity compare previous strain base preliminary data,168,132,0.7857142857142857
Government data shows iSRO successfully launched its latest satellite mission from the Sriharikota spaceport at 9:30 AM this morning.,0,133,19,2026-05-12,government data show isro successfully launch late satellite mission sriharikota spaceport morning,133,98,0.7368421052631579
🚨 TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence! 🚨,1,114,16,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence,114,82,0.7192982456140351
TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence!,1,110,14,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence,110,82,0.7454545454545455
🚨 ALERT: RBI secretly demonetizing ₹2000 notes TOMORROW! Convert your cash immediately or lose everything! 100% confirmed! 🚨,1,124,18,2026-05-12,alert rbi secretly demonetize note tomorrow convert cash immediately lose everything confirmed,124,94,0.7580645161290323
The report states that team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.,0,131,21,2026-05-12,state team india defeat australia wicket thrill series finale win bordergavaskar trophy,131,87,0.6641221374045801
🚨 EXPOSED: Celebrity caught in human trafficking ring! The mainstream media is protecting their own! Full evidence inside! 🚨,1,124,19,2026-05-12,expose celebrity catch human traffic ring mainstream medium protect full evidence inside,124,88,0.7096774193548387
Microsoft announced a $3 billion investment in India to expand its cloud computing infrastructure over the next three years.,0,124,19,2026-05-12,microsoft announce billion investment india expand cloud compute infrastructure next year,124,89,0.717741935483871
🚨 SHOCKING EXPOSURE: The Prime Minister secretly signed away India's sovereignty in a hidden treaty! The media won't report this! 🚨,1,131,21,2026-05-12,shock exposure prime minister secretly sign away indias sovereignty hidden treaty medium wont,131,93,0.7099236641221374
🚨 SHOCKING: World leaders are actually AI-controlled robots! Former intelligence officer reveals the truth! 🚨,1,109,15,2026-05-12,shock world leader actually aicontrolled robot former intelligence officer reveals truth,109,88,0.8073394495412844
SHOCKING EXPOSURE: The Prime Minister secretly signed away India's sovereignty in a hidden treaty! The media won't report this!,1,127,19,2026-05-12,shock exposure prime minister secretly sign away indias sovereignty hidden treaty medium wont,127,93,0.7322834645669292
"According to official sources, university Grants Commission released new guidelines for online education and examination standards.",0,131,16,2026-05-12,official source university grant commission release new guideline online education examination standard,131,103,0.7862595419847328
URGENT: WHO admits COVID vaccines cause permanent DNA mutation! This doctor reveals the truth that big pharma is hiding! Share this with everyone you know!,1,155,25,2026-05-12,urgent admits covid vaccine cause permanent dna mutation doctor reveals truth big pharma hide share everyone,155,108,0.6967741935483871
Team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.,0,108,17,2026-05-12,team india defeat australia wicket thrill series finale win bordergavaskar trophy,108,81,0.75
Government data shows the International Olympic Committee announced that cricket will be included in the 2028 Los Angeles Olympics.,0,131,19,2026-05-12,government data show international olympic committee announce cricket include los angeles olympics,131,98,0.7480916030534351
BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED! Share this with everyone you know!,1,172,24,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete share everyone,172,118,0.686046511627907
🚨 THIS WILL CHANGE EVERYTHING! What NASA just discovered at the edge of our solar system will shock the world! 🚨,1,112,21,2026-05-12,change everything nasa discover edge solar system shock world,112,61,0.5446428571428571
"In a press release, university Grants Commission released new guidelines for online education and examination standards.",0,120,16,2026-05-12,press release university grant commission release new guideline online education examination standard,120,101,0.8416666666666667
"Official government data released today shows that India's GDP grew by 7.2% in the last quarter, beating market expectations.",0,125,19,2026-05-12,official government data release today show india gdp grow last quarter beat market expectation,125,95,0.76
WARNING: New study proves 5G towers are causing brain tumors! Governments are covering up the evidence! Share to spread awareness! Share this with everyone you know!,1,165,26,2026-05-12,warn new study prove tower cause brain tumor government cover evidence share spread awareness share everyone,165,108,0.6545454545454545
BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED!,1,137,18,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete,137,103,0.7518248175182481
THIS WILL CHANGE EVERYTHING! What NASA just discovered at the edge of our solar system will shock the world!,1,108,19,2026-05-12,change everything nasa discover edge solar system shock world,108,61,0.5648148148148148
🚨 URGENT: WHO admits COVID vaccines cause permanent DNA mutation! This doctor reveals the truth that big pharma is hiding! 🚨,1,124,21,2026-05-12,urgent admits covid vaccine cause permanent dna mutation doctor reveals truth big pharma hiding,124,95,0.7661290322580645
Team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.,0,108,17,2026-05-12,team india defeat australia wicket thrill series finale win bordergavaskar trophy,108,81,0.75
🚨 SHOCKING EXPOSURE: The Prime Minister secretly signed away India's sovereignty in a hidden treaty! The media won't report this! 🚨,1,131,21,2026-05-12,shock exposure prime minister secretly sign away indias sovereignty hidden treaty medium wont,131,93,0.7099236641221374
🚨 CONSPIRACY REVEALED: Foreign powers are controlling Indian politicians through blackmail! The truth they don't want you to know! 🚨,1,132,20,2026-05-12,conspiracy reveal foreign power control indian politician blackmail truth dont,132,78,0.5909090909090909
🚨 SHOCKING: World leaders are actually AI-controlled robots! Former intelligence officer reveals the truth! 🚨,1,109,15,2026-05-12,shock world leader actually aicontrolled robot former intelligence officer reveals truth,109,88,0.8073394495412844
BREAKING: The Election Commission has been compromised! Secret documents reveal massive vote manipulation planned - SHARE BEFORE DELETED! Share this with everyone you know!,1,172,24,2026-05-12,break election commission compromise secret document reveal massive vote manipulation plan share delete share everyone,172,118,0.686046511627907
A study published in The Lancet medical journal found that regular exercise reduces the risk of heart disease by up to 35%.,0,123,22,2026-05-12,study publish lancet medical journal find regular exercise reduces risk heart disease,123,85,0.6910569105691057
"YOUR MONEY IS NOT SAFE! The government is planning to confiscate all bank accounts over ₹50,000! Official document leaked!",1,122,19,2026-05-12,money safe government plan confiscate bank account official document leak,122,73,0.5983606557377049
🚨 TRENDING: Major news network caught fabricating stories for 10 years! Whistleblower releases damning evidence! 🚨,1,114,16,2026-05-12,trend major network catch fabricate story year whistleblower release damn evidence,114,82,0.7192982456140351
SHOCKING EXPOSURE: The Prime Minister secretly signed away India's sovereignty in a hidden treaty! The media won't report this! Share this with everyone you know!,1,162,25,2026-05-12,shock exposure prime minister secretly sign away indias sovereignty hidden treaty medium wont share everyone,162,108,0.6666666666666666
EXPOSED: Celebrity caught in human trafficking ring! The mainstream media is protecting their own! Full evidence inside!,1,120,17,2026-05-12,expose celebrity catch human traffic ring mainstream medium protect full evidence inside,120,88,0.7333333333333333
The report states that the World Health Organization confirmed that the new COVID-19 variant shows reduced severity compared to previous strains based on preliminary data.,0,171,25,2026-05-12,state world health organization confirm new covid variant show reduce severity compare previous strain base preliminary data,171,124,0.7251461988304093
"In a press release, team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.",0,128,21,2026-05-12,press release team india defeat australia wicket thrill series finale win bordergavaskar trophy,128,95,0.7421875
"According to official sources, a study published in The Lancet medical journal found that regular exercise reduces the risk of heart disease by up to 35%.",0,154,26,2026-05-12,official source study publish lancet medical journal find regular exercise reduces risk heart disease,154,101,0.6558441558441559
MIRACLE CURE: This ancient herb eliminates cancer in 3 days! Doctors hate this simple trick! Watch before they take it down! Share this with everyone you know!,1,159,27,2026-05-12,miracle cure ancient herb eliminate cancer day doctor hate simple trick watch share everyone,159,92,0.5786163522012578
SHOCKING: World leaders are actually AI-controlled robots! Former intelligence officer reveals the truth!,1,105,13,2026-05-12,shock world leader actually aicontrolled robot former intelligence officer reveals truth,105,88,0.8380952380952381
ISRO successfully launched its latest satellite mission from the Sriharikota spaceport at 9:30 AM this morning.,0,111,16,2026-05-12,isro successfully launch late satellite mission sriharikota spaceport morning,111,77,0.6936936936936937
🚨 URGENT: WHO admits COVID vaccines cause permanent DNA mutation! This doctor reveals the truth that big pharma is hiding! 🚨 Share this with everyone you know!,1,159,27,2026-05-12,urgent admits covid vaccine cause permanent dna mutation doctor reveals truth big pharma hide share everyone,159,108,0.6792452830188679
Government data shows the Reserve Bank of India kept the repo rate unchanged at 6.5% citing concerns over inflation and global economic uncertainty.,0,148,23,2026-05-12,government data show reserve bank india keep repo rate unchanged cite concern inflation global economic uncertainty,148,115,0.777027027027027
The Central Board of Secondary Education announced that Class 10 and 12 board exams will begin on February 15.,0,110,19,2026-05-12,central board secondary education announce class board exams begin february,110,75,0.6818181818181818
URGENT: WHO admits COVID vaccines cause permanent DNA mutation! This doctor reveals the truth that big pharma is hiding!,1,120,19,2026-05-12,urgent admits covid vaccine cause permanent dna mutation doctor reveals truth big pharma hiding,120,95,0.7916666666666666
🚨 SHOCKING EXPOSURE: The Prime Minister secretly signed away India's sovereignty in a hidden treaty! The media won't report this! 🚨 Share this with everyone you know!,1,166,27,2026-05-12,shock exposure prime minister secretly sign away indias sovereignty hidden treaty medium wont share everyone,166,108,0.6506024096385542
ISRO successfully launched its latest satellite mission from the Sriharikota spaceport at 9:30 AM this morning.,0,111,16,2026-05-12,isro successfully launch late satellite mission sriharikota spaceport morning,111,77,0.6936936936936937
"In a press release, iSRO successfully launched its latest satellite mission from the Sriharikota spaceport at 9:30 AM this morning.",0,131,20,2026-05-12,press release isro successfully launch late satellite mission sriharikota spaceport morning,131,91,0.6946564885496184
The report states that the Reserve Bank of India kept the repo rate unchanged at 6.5% citing concerns over inflation and global economic uncertainty.,0,149,24,2026-05-12,state reserve bank india keep repo rate unchanged cite concern inflation global economic uncertainty,149,100,0.6711409395973155
CONSPIRACY REVEALED: Foreign powers are controlling Indian politicians through blackmail! The truth they don't want you to know! Share this with everyone you know!,1,163,24,2026-05-12,conspiracy reveal foreign power control indian politician blackmail truth dont share everyone,163,93,0.5705521472392638
"According to official sources, the International Olympic Committee announced that cricket will be included in the 2028 Los Angeles Olympics.",0,140,20,2026-05-12,official source international olympic committee announce cricket include los angeles olympics,140,93,0.6642857142857143
Team India defeated Australia by 5 wickets in the thrilling series finale to win the Border-Gavaskar trophy.,0,108,17,2026-05-12,team india defeat australia wicket thrill series finale win bordergavaskar trophy,108,81,0.75
The Ministry of Health reported that vaccination coverage has reached 95% among eligible adults across the country.,0,115,17,2026-05-12,ministry health report vaccination coverage reach among eligible adult across country,115,85,0.7391304347826086
"Official government data released today shows that India's GDP grew by 7.2% in the last quarter, beating market expectations.",0,125,19,2026-05-12,official government data release today show india gdp grow last quarter beat market expectation,125,95,0.76
